Judul,Narasi,Indikator
" “Penampakan Chemtrails di Depok, Cirebon, Sumedang, Indramayu, Semarang, Brebes hingga Aceh”","Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia). Informasi yang salah. Faktanya, fenomena jejak putih di langit tersebut adalah condensation trail (contrails) atau […]",0
 Jalur Wisata Gunung Bromo Amblas,"Hasil Periksa Fakta Ani R Informasi Palsu. Dikonfirmasi langsung oleh Pemerintah Kabupaten Probolinggo, menyatakan tidak ada jalan yang amblas di kawasan jalur wisata Gunung Bromo […]",0
 SMS Lelang Online Pegadaian,"Hasil Periksa Fakta Luthfiyah Oktari Jasmien (UIN Raden Mas Said Surakarta). Sms tersebut tidak benar. Faktanya, melalui website dan akun Instagram resmi PT Pegadaian (Persero) […]",0
 Lowongan Kerja Puskesmas Mulyorejo,"hasil periksa fakta Rahmah a n (UIN sunan ampel surabaya). Lowongan kerja palsu. Faktanya, pada media sosial milik Dinas Kesehatan Kota Surabaya diklarifikasi bahwa gambar […]",0
 Wanita Tertua di Dunia Berasal Dari Pakistan,"hasil periksa fakta Rahmah a n (UIN sunan ampel surabaya). Klaim tersebut adalah salah. Faktanya menurut Guinness World Records, wanita tertua yang masih hidup di […]",0
 Akun Facebook Bupati Samosi Vandiko T. Gultom,"hasil periksa fakta Rahmah a n (UIN sunan ampel surabaya). Faktanya, akun Facebook tersebut adalah akun palsu. Pemkab Samosir mengimbau kepada warga Samosir untuk lebih […]",0
 Akun Facebook Kabid P2P Dinkes Sampang dokter Yuliono,"hasil periksa fakta Rahmah a n (UIN Sunan Ampel Surabaya). Akun tersebut palsu, dokter Yuliono menegaskan bahwa dirinya tidak pernah mempunyai akun media sosial apapun […]",0
 Video Perahu Anies Baswedan Terbalik,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Pihak yang ada di dalam video tersebut bukanlah Anies Baswedan, melainkan Surendra Furtadi, Walikota […]",0
 500 Ton Pisang dari Somalia Mengandung Cacing Helicobacter,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Helicobacter bukanlah merupakan jenis cacing, melainkan jenis bakteri yang menginfeksi lapisan dalam lambung. = […]",0
 Pemenang Hadiah Shopee Harus Transfer Rp500.000 sebagai Uang Jaminan,"Hasil Periksa Fakta Luthfiyah Oktari Jasmien (UIN Raden Mas Said Surakarta). Informasi tersebut tidak berdasar. Faktanya, tidak ada informasi resmi dan valid mengenai hal tersebut. […]",0
 Biden Menyatakan Bahwa Cina Merupakan Negara Unggul dan Tidak Tertandingi,Hasil Periksa Fakta Gabriela Nauli (Universitas Sumatera Utara) Faktanya foto yang diunggah pada akun Facebook tersebut merupakan foto pidato dari Presiden Joe Biden terkait kemenangannya […],0
 Jokowi Resmi Tunjuk Ahok Sebagai PLT Gubernur DKI Jakarta,Hasil Periksa Fakta Gabriela Nauli (Universitas Sumatera Utara) Klaim judul di dalam video adalah keliru. Tidak ada berita atau informasi resmi yang mengabarkan bahwa Jokowi […],0
 Akun Telegram Bank Indonesia Menawarkan Investasi,asil Periksa Fakta Khairunnisa Andini. Bukan akun Telegram resmi milik Bank Indonesia. Bank Indonesia menegaskan bahwa pihaknya tidak pernah menawarkan kegiatan investasi online. = = […],0
 Rumah Sakit Australia Penuh Karena Pasien Mengalami Efek Samping Vaksin,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari Reuters, juru bicara Pemerintah Australia Barat menegaskan bahwa penuhnya rumah sakit adalah […]",0
 Undangan Psikotes PT. Astra,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari laman berita Kompas, Head of Corporate Communications PT Astra International Tbk, yakni […]",0
" Akun Facebook Siber Polri, DOI-Ditsiber Online Indonesia","Hasil Periksa Fakta Ani R Akun Palsu. Dikonfirmasi langsung melalui akun Twitter resminya, Direktorat Tindak Pidana Siber Bareskrim Polri (CCICPolri) bahwa akun Facebook bernama DOI-Ditsiber […]",0
 Jembatan Tumbang Nusa Palangkaraya Putus,"Hasil Periksa Fakta Ani R Informasi Palsu. Video jembatan putus yang ada pada video sebenarnya adalah Jembatan Kalanaman Katingan Tengah. Saat ini, Jembatan Kalanaman sudah […]",0
 Foto Batu Nisan dengan Kode QR di Jepang,Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia). Konteks yang salah. Faktanya salah satu foto batu nisan tersebut adalah foto image stock dan […],0
" Penyanyi Billie Eilish Lahir di Nganjuk, Jawa Timur","Hasil Periksa Fakta Khairunnisa Andini. Faktanya, Billie Eilish lahir di Los Angeles, Kalifornia, Amerika Serikat, dan menghabiskan masa kecilnya di daerah Highland Park, Los Angeles. […]",0
 Gambar Anak Diculik dan Dijadikan Pengemis,"Hasil Periksa Fakta Luthfiyah Oktari Jasmien (UIN Raden Mas Said Surakarta). Klaim pada gambar tidak benar. Faktanya, anak pada gambar tersebut bukan diculik dan dijadikan […]",0
 SMS Hadiah dari BPJS Kesehatan Sebesar Rp75 Juta,Hasil Periksa Fakta Khairunnisa Andini. Bukan tautan resmi milik BPJS Kesehatan. Direktur Utama BPJS Kesehatan menjelaskan bahwa segala informasi terkait BPJS Kesehatan hanya dapat diakses […],0
 Mahkamah Agung Amerika Serikat Telah Membatalkan Vaksinasi Masal,"Hasil Periksa Fakta Nadine Salsabila (Universitas Diponegoro) Hal tersebut tidak benar. Melansir dari situs usatoday.com, tidak ada pembatalan vaksinasi dari Mahkamah Agung Amerika Serikat. = […]",0
" “Anies Juga ga kalah, Test Drive Sirkuit Monas”","Hasil Periksa Fakta Ani R Informasi Palsu. Faktanya, konteks video tersebut adalah saat Anies Baswedan menjajal motor gede Dinas Perhubungan (Dishub) DKI Jakarta pada Agustus […]",0
 Judul Artikel Berita detiknews “Pas Saya Mimpin Hampir Seluruh Rakyat Jadi Gila”,"Hasil Periksa Fakta Ani R Judul Editan. Judul aslinya adalah “Jokowi Minta Sekolah Ajarkan Anak-anak Gemar Konsumsi Buah Nusantara”, diterbitkan pertama kali oleh detikNews pada […]",0
Shin Tae-yong Siap Bantu Lobi Pemain Indonesia yang Ingin Berkarier di Korea Selatan,Shin Tae-yong Siap Bantu Lobi Pemain Indonesia yang Ingin Berkarier di Korea Selatan,1
FIFA Matchday: Yunani dan Kroasia Tantang  Timnas Indonesia di Bulan Maret,FIFA Matchday: Yunani dan Kroasia Tantang  Timnas Indonesia di Bulan Maret,1
"Susah Payah Kalahkan PSIS Semarang, Angelo Alessio Kritik Persija","Susah Payah Kalahkan PSIS Semarang, Angelo Alessio Kritik Persija",1
FIFA Matchday: Proses Naturalisasi 4 Pemain Keturunan Indonesia Dikebut Dirampungkan,FIFA Matchday: Proses Naturalisasi 4 Pemain Keturunan Indonesia Dikebut Dirampungkan,1
Total Hadiah UniPin Ladies Series Season 2 Meningkat,Total Hadiah UniPin Ladies Series Season 2 Meningkat,1
"8 Pemain Bologna Positif Covid-19, Inter Milan Menang WO","8 Pemain Bologna Positif Covid-19, Inter Milan Menang WO",1
"Tertarik Dinaturalisasi, Renan Silva Rindu Cium Garuda di Dada","Tertarik Dinaturalisasi, Renan Silva Rindu Cium Garuda di Dada",1
"Pep Guardiola Positif Covid-19, Total 21 Anggota Manchester City Terpapar","Pep Guardiola Positif Covid-19, Total 21 Anggota Manchester City Terpapar",1
"Kantongi Calon Lawan di FIFA Matchday, Shin Tae-yong Sungkan Membocorkannya","Kantongi Calon Lawan di FIFA Matchday, Shin Tae-yong Sungkan Membocorkannya",1
"Live Streaming RCTI+, AC Milan vs AS Roma: Pioli Waspada Taring Serigala","Live Streaming RCTI+, AC Milan vs AS Roma: Pioli Waspada Taring Serigala",1
Wejangan Asnawi Mangkualam untuk Pemain Indonesia: Jangan Tolak Tawaran Berkarier di Luar Negeri!,Wejangan Asnawi Mangkualam untuk Pemain Indonesia: Jangan Tolak Tawaran Berkarier di Luar Negeri!,1
Jelang Bologna vs Inter Milan: Simone Inzaghi Soroti Lonjakan Kasus Covid-19,Jelang Bologna vs Inter Milan: Simone Inzaghi Soroti Lonjakan Kasus Covid-19,1
"Belum Ada Sehari, Tiket Termahal GP Mandalika 2022 Ludes Terjual","Belum Ada Sehari, Tiket Termahal GP Mandalika 2022 Ludes Terjual",1
Hasil Liga 1 PSIS Semarang vs Persija Jakarta: Macan Kemayoran Dekati 3 Besar,Hasil Liga 1 PSIS Semarang vs Persija Jakarta: Macan Kemayoran Dekati 3 Besar,1
Hasil Liga Italia Lazio vs Empoli: Drama Enam Gol Tanpa Pemenang,Hasil Liga Italia Lazio vs Empoli: Drama Enam Gol Tanpa Pemenang,1
Ambisi Witan Sulaeman di Lechia Gdansk: Tambah Menit Bermain dan Masuk Tim Inti,Ambisi Witan Sulaeman di Lechia Gdansk: Tambah Menit Bermain dan Masuk Tim Inti,1
Irfan Jaya Resmi Perkuat Bali United di Paruh Kedua Liga 1,Irfan Jaya Resmi Perkuat Bali United di Paruh Kedua Liga 1,1
"MNC Vision Networks x SPOTV Resmi Siarkan MotoGP, Badminton BWF & Program Sport Lainnya","MNC Vision Networks x SPOTV Resmi Siarkan MotoGP, Badminton BWF & Program Sport Lainnya",1
"Tiba di Newcastle, Kieran Trippier Jadi Rekrutan Pertama Klub Sultan","Tiba di Newcastle, Kieran Trippier Jadi Rekrutan Pertama Klub Sultan",1
POBSI Sumut: Kasus Jewer Kuping Gubernur Harusnya Tak Sampai ke Ranah Hukum,POBSI Sumut: Kasus Jewer Kuping Gubernur Harusnya Tak Sampai ke Ranah Hukum,1
"Linares vs Barcelona: Bikin Perbedaan, Xavi Puji Kinerja Dembele","Linares vs Barcelona: Bikin Perbedaan, Xavi Puji Kinerja Dembele",1
Indonesia Tuan Rumah Piala AFF U-16 dan U-19 2022,Indonesia Tuan Rumah Piala AFF U-16 dan U-19 2022,1
Prediksi Line Up Timnas Indonesia di Piala AFF U-23 2022: Ronaldo Ujung Tombak,Prediksi Line Up Timnas Indonesia di Piala AFF U-23 2022: Ronaldo Ujung Tombak,1
"Hasil Lengkap NBA, Kamis (6/1/2022): Kevin Durant Mengamuk, Nets Bungkam Pacers","Hasil Lengkap NBA, Kamis (6/1/2022): Kevin Durant Mengamuk, Nets Bungkam Pacers",1
"Timnas Indonesia Rugi Lawan Bangladesh dan Brunei, Bagaimana PSSI?","Timnas Indonesia Rugi Lawan Bangladesh dan Brunei, Bagaimana PSSI?",1
Jelang Juventus vs Napoli: Allegri Beber Kondisi Nyonya Tua,Jelang Juventus vs Napoli: Allegri Beber Kondisi Nyonya Tua,1
Asnawi Mangkualam Bermimpi Jadi Pemain Indonesia Pertama Main di K-League,Asnawi Mangkualam Bermimpi Jadi Pemain Indonesia Pertama Main di K-League,1
"Piala AFF U-23 2022: Vietnam Mainkan Skuad Muda, PSSI Malah Panggil Pemain Klub Luar Negeri","Piala AFF U-23 2022: Vietnam Mainkan Skuad Muda, PSSI Malah Panggil Pemain Klub Luar Negeri",1
11 Pesepak Bola Kaya Raya: Nomor 4 Kekayaannya Rp285 Triliun!,11 Pesepak Bola Kaya Raya: Nomor 4 Kekayaannya Rp285 Triliun!,1
Timnas Piala AFF 2020 Resmi Dikembalikan ke Klub,Timnas Piala AFF 2020 Resmi Dikembalikan ke Klub,1
Pratama Arhan Tertarik Berkarier di Luar Negeri tapi Tunggu Bisikan Shin Tae-yong,Pratama Arhan Tertarik Berkarier di Luar Negeri tapi Tunggu Bisikan Shin Tae-yong,1
Asnawi Mangkualam Kaptennya Shin Tae-yong  Jadi Penyerang Ansan Greeners,Asnawi Mangkualam Kaptennya Shin Tae-yong  Jadi Penyerang Ansan Greeners,1
Ansan Greeners Perpanjang Kontrak Asnawi Mangkualam: Ewako!,Ansan Greeners Perpanjang Kontrak Asnawi Mangkualam: Ewako!,1
Mike Tyson Baru Daniel Dubois Ancam Rampas Sabuk WBA Trevor Bryan,Mike Tyson Baru Daniel Dubois Ancam Rampas Sabuk WBA Trevor Bryan,1
Preview: Bologna vs Inter Milan: Mampukah Patahkan Rekor Nerazzurri!,Preview: Bologna vs Inter Milan: Mampukah Patahkan Rekor Nerazzurri!,1
"Fans Thailand Ngeri Kekuatan Timnas Indonesia U-23: Gajah Perang Muda, Waspadalah!","Fans Thailand Ngeri Kekuatan Timnas Indonesia U-23: Gajah Perang Muda, Waspadalah!",1
"BREAKING NEWS, Egy Maulana Vikri Bertahan di FK Senica!","BREAKING NEWS, Egy Maulana Vikri Bertahan di FK Senica!",1
"Vietnam Mulai Panasi Mesin Piala AFF U-23, Timnas Indonesia Kapan?","Vietnam Mulai Panasi Mesin Piala AFF U-23, Timnas Indonesia Kapan?",1
"Pelatih Timnas Malaysia U-23 Kandidat Latih Senior, Keuntungan Buat Indonesia?","Pelatih Timnas Malaysia U-23 Kandidat Latih Senior, Keuntungan Buat Indonesia?",1
"Cadangan Abadi di Real Madrid, Gareth Bale Ikrar  Setia","Cadangan Abadi di Real Madrid, Gareth Bale Ikrar  Setia",1
"Hasil Lengkap Pertandingan Piala Liga Inggris dan Copa del Rey, Kamis (6/1/2022)","Hasil Lengkap Pertandingan Piala Liga Inggris dan Copa del Rey, Kamis (6/1/2022)",1
"3 Kiper Terbaik Kandidat The Best FIFA 2021, Salah Satunya dari Afrika!","3 Kiper Terbaik Kandidat The Best FIFA 2021, Salah Satunya dari Afrika!",1
Pemain Keturunan Indonesia Berdarah Toraja: Kode Navarone Foor Bela Timnas Indonesia,Pemain Keturunan Indonesia Berdarah Toraja: Kode Navarone Foor Bela Timnas Indonesia,1
Preview AC Milan vs Roma: Awas Terkaman Serigala Ibu Kota,Preview AC Milan vs Roma: Awas Terkaman Serigala Ibu Kota,1
"Hasil Linares Deportivo vs Barcelona: Menang 2-1, Barca Sukses Comeback","Hasil Linares Deportivo vs Barcelona: Menang 2-1, Barca Sukses Comeback",1
Daftar 10 Pemain Termahal di Timnas Indonesia usai Piala AFF 2020,Daftar 10 Pemain Termahal di Timnas Indonesia usai Piala AFF 2020,1
"Jadwal Pertandingan NBA, Kamis (6/1/2022): Penguasa Wilayah Barat Mengusik Mavericks","Jadwal Pertandingan NBA, Kamis (6/1/2022): Penguasa Wilayah Barat Mengusik Mavericks",1
"Tottenham Ditekuk Chelsea, Harry Kane: Perjuangan Belum Selesai!","Tottenham Ditekuk Chelsea, Harry Kane: Perjuangan Belum Selesai!",1
Suporter Thailand Jagokan Timnas Indonesia Juara Piala AFF U-23 2022: Indonesia Menakutkan!,Suporter Thailand Jagokan Timnas Indonesia Juara Piala AFF U-23 2022: Indonesia Menakutkan!,1
"Morata dan De Ligt Akan Gabung Barcelona, Pjanic Beri Peringatan","Morata dan De Ligt Akan Gabung Barcelona, Pjanic Beri Peringatan",1
"Hasil Chelsea vs Tottenham: Menang 2-0, The Blues Selangkah Lagi ke Final Piala Liga Inggris","Hasil Chelsea vs Tottenham: Menang 2-0, The Blues Selangkah Lagi ke Final Piala Liga Inggris",1
Badai Covid-19 Ancam Gelaran Piala Afrika 2021,Badai Covid-19 Ancam Gelaran Piala Afrika 2021,1
Sensasi Floyd Mayweather Jr Bertarung di Helipad Burj Khalifa!,Sensasi Floyd Mayweather Jr Bertarung di Helipad Burj Khalifa!,1
"Visa Dibatalkan, Mimpi Novak Djokovic Catat Rekor Grand Slam di Australia Terbuka 2022 Pupus","Visa Dibatalkan, Mimpi Novak Djokovic Catat Rekor Grand Slam di Australia Terbuka 2022 Pupus",1
"Lionel Messi Sembuh dari Covid-19, Langsung Latihan Bareng PSG","Lionel Messi Sembuh dari Covid-19, Langsung Latihan Bareng PSG",1
Otmar Szafnauer Resmi Tinggalkan Tim Balap Formula 1 Aston Martin,Otmar Szafnauer Resmi Tinggalkan Tim Balap Formula 1 Aston Martin,1
Jadwal Sepak Bola Kamis (6/1/2022) malam dan Jumat (7/1/2022) dini hari WIB,Jadwal Sepak Bola Kamis (6/1/2022) malam dan Jumat (7/1/2022) dini hari WIB,1
Francis Ngannou Selipkan Klausul Tinju dalam Kontrak Barunya di UFC,Francis Ngannou Selipkan Klausul Tinju dalam Kontrak Barunya di UFC,1
"Romelu Lukaku Sudah Minta Maaf kepada Chelsea, tapi Urusan Belum Selesai","Romelu Lukaku Sudah Minta Maaf kepada Chelsea, tapi Urusan Belum Selesai",1
"Hasil Alcoyano vs Real Madrid: Menang 3-1, Los Blancos Tembus 16 Besar","Hasil Alcoyano vs Real Madrid: Menang 3-1, Los Blancos Tembus 16 Besar",1
"Copa del Rey 2021/2022: Alcoyano Mimpi Buruk Madrid, Ancelotti Waspada","Copa del Rey 2021/2022: Alcoyano Mimpi Buruk Madrid, Ancelotti Waspada",1
"Piala AFF 2020 Bikin Harga Pemain Indonesia Melonjak, Asnawi Masuk 10 Besar di Asia Tenggara","Piala AFF 2020 Bikin Harga Pemain Indonesia Melonjak, Asnawi Masuk 10 Besar di Asia Tenggara",1
Elipitua Siregar Siap Balaskan Dendam Dua Petarung Indonesia dari Jagoan Filipina,Elipitua Siregar Siap Balaskan Dendam Dua Petarung Indonesia dari Jagoan Filipina,1
"Liga Futsal Profesional 2021 Digelar, 18 Klub Siap Bersaing Meraih Gelar Juara","Liga Futsal Profesional 2021 Digelar, 18 Klub Siap Bersaing Meraih Gelar Juara",1
Followers Pratama Arhan Kalahkan Egy Maulana Vikri,Followers Pratama Arhan Kalahkan Egy Maulana Vikri,1
Jorge Lorenzo Sarankan Joan Mir Gabung Ducati Ketimbang Yamaha di MotoGP 2023,Jorge Lorenzo Sarankan Joan Mir Gabung Ducati Ketimbang Yamaha di MotoGP 2023,1
"Pilih Balapan Roda Empat, Jorge Lorenzo Tertarik Ini","Pilih Balapan Roda Empat, Jorge Lorenzo Tertarik Ini",1
"Bawa Thailand Juarai Piala AFF 2020, Alexandre Polking Malah Dihujat Fans Sendiri","Bawa Thailand Juarai Piala AFF 2020, Alexandre Polking Malah Dihujat Fans Sendiri",1
"Kembali ke Liga Inggris, 3 Klub Ini Siap Menampung Coutinho","Kembali ke Liga Inggris, 3 Klub Ini Siap Menampung Coutinho",1
Pertandingan Arsenal vs Liverpool Resmi Ditunda akibat Badai Covid-19,Pertandingan Arsenal vs Liverpool Resmi Ditunda akibat Badai Covid-19,1
Prediksi Starting XI Timnas Indonesia di Piala AFF U-23 2022: Formasi Kejutan,Prediksi Starting XI Timnas Indonesia di Piala AFF U-23 2022: Formasi Kejutan,1
"Utak-atik Kekuatan Indonesia di Piala AFF U-23 2022, Shin Tae-yong Rotasi The Winning Team","Utak-atik Kekuatan Indonesia di Piala AFF U-23 2022, Shin Tae-yong Rotasi The Winning Team",1
Liga 1 Arema vs Persikabo: Singo Edan Urung Dekati Puncak Klasemen,Liga 1 Arema vs Persikabo: Singo Edan Urung Dekati Puncak Klasemen,1
"Ragu Janji Manis Rangnick, Van De Beek Ingin Pergi Januari Ini","Ragu Janji Manis Rangnick, Van De Beek Ingin Pergi Januari Ini",1
Profil Shin Jae-won Anak Kesayangan Shin Tae-yong hingga Eksodus Pemain Indonesia ke Negeri K-Pop,Profil Shin Jae-won Anak Kesayangan Shin Tae-yong hingga Eksodus Pemain Indonesia ke Negeri K-Pop,1
"Tidak Sanggup Bayar Gaji, Barcelona Berniat Pulangkan Ferran Torres ke Man City","Tidak Sanggup Bayar Gaji, Barcelona Berniat Pulangkan Ferran Torres ke Man City",1
"Nadeo Argawinata Jebolan Pesantren, Netizen: Masya Allah Aura Emang Beda","Nadeo Argawinata Jebolan Pesantren, Netizen: Masya Allah Aura Emang Beda",1
"Hasil Persebaya vs Bali United: Menang 3-1, Bajul Ijo Panaskan Papan Atas Klasemen","Hasil Persebaya vs Bali United: Menang 3-1, Bajul Ijo Panaskan Papan Atas Klasemen",1
"Trik Atur Keuangan, Barcelona Siap Berikan Kontrak Jangka Panjang buat Roberto","Trik Atur Keuangan, Barcelona Siap Berikan Kontrak Jangka Panjang buat Roberto",1
Eriksen Berambisi ke Piala Dunia 2022,Eriksen Berambisi ke Piala Dunia 2022,1
Pemberontakan 11 Pemain Manchester United Tolak Ralf Rangnick!,Pemberontakan 11 Pemain Manchester United Tolak Ralf Rangnick!,1
"Sambut Proliga 2022, Kakorlantas Pamerkan Seragam Anyar Popsivo Polwan dan Bhayangkara Samator","Sambut Proliga 2022, Kakorlantas Pamerkan Seragam Anyar Popsivo Polwan dan Bhayangkara Samator",1
"Hasil Lengkap NBA 2021/2022, Rabu (5/1/2022) WIB: Dramatis, Lakers Bungkam Kings","Hasil Lengkap NBA 2021/2022, Rabu (5/1/2022) WIB: Dramatis, Lakers Bungkam Kings",1
"Liga 1: Jumpa Arema FC, Persikabo Pantang Kehilangan Poin","Liga 1: Jumpa Arema FC, Persikabo Pantang Kehilangan Poin",1
Pemain Keturunan Indonesia: Ragnar Oratmangoen Pilih Bela Timnas Indonesia,Pemain Keturunan Indonesia: Ragnar Oratmangoen Pilih Bela Timnas Indonesia,1
Chelsea vs Tottenham: Ketergantungan Conte Pada Harry Kane,Chelsea vs Tottenham: Ketergantungan Conte Pada Harry Kane,1
Edan! Raksasa Kelas Berat Pukul Wasit Usai Dikalahkan Kontroversial,Edan! Raksasa Kelas Berat Pukul Wasit Usai Dikalahkan Kontroversial,1
"10 Petinju Terkaya di Dunia: Nomor 1 Kekayaannya Rp7,6 Triliun!","10 Petinju Terkaya di Dunia: Nomor 1 Kekayaannya Rp7,6 Triliun!",1
5 Bagian Tubuh yang Tak Boleh Diserang dalam Tinju: No 1 Akibatkan Kematian,5 Bagian Tubuh yang Tak Boleh Diserang dalam Tinju: No 1 Akibatkan Kematian,1
"Jack Miller Ogah Disejajarkan Casey Stoner, Ini Alasannya","Jack Miller Ogah Disejajarkan Casey Stoner, Ini Alasannya",1
"5 Penggawa Timnas Indonesia Main di Luar Negeri, 2 Menuju K-League","5 Penggawa Timnas Indonesia Main di Luar Negeri, 2 Menuju K-League",1
Shin Tae-Yong dan Alexandre Polking  Pelatih dengan Bayaran Tertinggi di Asia Tenggara,Shin Tae-Yong dan Alexandre Polking  Pelatih dengan Bayaran Tertinggi di Asia Tenggara,1
"Valentino Jadi Tester Ducati, The Doctor Beri Jawaban Mengejutkan","Valentino Jadi Tester Ducati, The Doctor Beri Jawaban Mengejutkan",1
FK Senica Pamer 2 Gol Spektakuler Egy Maulana Vikri di Piala AFF 2020,FK Senica Pamer 2 Gol Spektakuler Egy Maulana Vikri di Piala AFF 2020,1
"Teror Persija, PSIS Perkenalkan Striker Raksasa Chevaughn Walsh","Teror Persija, PSIS Perkenalkan Striker Raksasa Chevaughn Walsh",1
Badan McGregor Melar Nekat Tantang Charles Oliveira,Badan McGregor Melar Nekat Tantang Charles Oliveira,1
"Liga 1: Hadapi Bali United Selaku Juara Bertahan, Persebaya Andalkan Hegemoni","Liga 1: Hadapi Bali United Selaku Juara Bertahan, Persebaya Andalkan Hegemoni",1
"Arema FC Belum Kalah 13 Laga Beruntun, Persikabo: Kami Tak Gentar!","Arema FC Belum Kalah 13 Laga Beruntun, Persikabo: Kami Tak Gentar!",1
Timnas Indonesia Jalani Uji Coba Lawan Bangladesh dan Brunei Darussalam di Bali,Timnas Indonesia Jalani Uji Coba Lawan Bangladesh dan Brunei Darussalam di Bali,1
Erling Haaland ke Barcelona Musim Panas Ini,Erling Haaland ke Barcelona Musim Panas Ini,1
Mayweather Beri Resep Anthony Joshua Cara Kalahkan Oleksandr Usyk,Mayweather Beri Resep Anthony Joshua Cara Kalahkan Oleksandr Usyk,1
Pelatih Wolverhampton Sudah Paham Cara Mengalahkan MU,Pelatih Wolverhampton Sudah Paham Cara Mengalahkan MU,1
Kisah Pratama Arhan si Anak Tukang Sayur:  Ibunda Utang untuk Beli Sepatu dan Daftar Turnamen Sepak Bola,Kisah Pratama Arhan si Anak Tukang Sayur:  Ibunda Utang untuk Beli Sepatu dan Daftar Turnamen Sepak Bola,1
"Marquez Tak Dicoret, Honda Delegasikan Rider Penguji di MotoGP 2022","Marquez Tak Dicoret, Honda Delegasikan Rider Penguji di MotoGP 2022",1
"Ezra Walian dan Victor Igbonefo Absen Bela Persib di Tiga Laga Liga 1, Ini Penyebabnya","Ezra Walian dan Victor Igbonefo Absen Bela Persib di Tiga Laga Liga 1, Ini Penyebabnya",1
Chelsea vs Tottenham Hotspur: Laga Pelepas Rindu Antonio Conte,Chelsea vs Tottenham Hotspur: Laga Pelepas Rindu Antonio Conte,1
"Pemain PSG Positif Covid-19 Bertambah, Donnarumma Korban Berikutnya Setelah Messi","Pemain PSG Positif Covid-19 Bertambah, Donnarumma Korban Berikutnya Setelah Messi",1
Shin Tae-yong Tuntut Level Timnas Indonesia Meningkat: Liga 1 Harus Lebih Agresif!,Shin Tae-yong Tuntut Level Timnas Indonesia Meningkat: Liga 1 Harus Lebih Agresif!,1
"Ricky Kambuaya dan Marselino Didekati Klub Luar Negeri, Persebaya Beri Jawaban Mengejutkan","Ricky Kambuaya dan Marselino Didekati Klub Luar Negeri, Persebaya Beri Jawaban Mengejutkan",1
Errol Spence Jr vs Yordenis Ugas: Penahbisan Raja Kelas Welter Sejati,Errol Spence Jr vs Yordenis Ugas: Penahbisan Raja Kelas Welter Sejati,1
"Jelang Chelsea vs Tottenham: Lukaku Insyaf, Janji Puaskan Fans","Jelang Chelsea vs Tottenham: Lukaku Insyaf, Janji Puaskan Fans",1
"Pratama Arhan Diminati Daejeon, Alfeandra Dilirik Jeongnam Dragons","Pratama Arhan Diminati Daejeon, Alfeandra Dilirik Jeongnam Dragons",1
"Jadwal Liga 1 2021/2022, 5-9 Januari 2022: Arema Bentrok Persikabo, Persib Tantang Persita","Jadwal Liga 1 2021/2022, 5-9 Januari 2022: Arema Bentrok Persikabo, Persib Tantang Persita",1
"3 Pengganti Egy, Asnawi, Elkan Baggott di Timnas Indonesia U-23: No 1 Wonderkid","3 Pengganti Egy, Asnawi, Elkan Baggott di Timnas Indonesia U-23: No 1 Wonderkid",1
"Ong Kim Swee Puji  Mentalitas Indonesia Setara Thailand, Kecam Harimau Malaya: Tidak Punya Mental!","Ong Kim Swee Puji  Mentalitas Indonesia Setara Thailand, Kecam Harimau Malaya: Tidak Punya Mental!",1
Karena Ini Real Madrid Ngebet Boyong Bek Juventus Merih Demiral,Karena Ini Real Madrid Ngebet Boyong Bek Juventus Merih Demiral,1
Fans Desak Chelsea Ganti Lukaku dengan Harry Kane,Fans Desak Chelsea Ganti Lukaku dengan Harry Kane,1
"Dapat Dispensasi Medis, Novak Djokovic Boleh Ikut Australia Terbuka 2022","Dapat Dispensasi Medis, Novak Djokovic Boleh Ikut Australia Terbuka 2022",1
Alasan Thiago Silva Perpanjang Kontrak di Chelsea,Alasan Thiago Silva Perpanjang Kontrak di Chelsea,1
"Madrid Bentrok Pembunuh Raksasa di Copa del Rey, Ancelotti Malah Simpan Pemain Inti","Madrid Bentrok Pembunuh Raksasa di Copa del Rey, Ancelotti Malah Simpan Pemain Inti",1
"Belum Disodori Kontrak Baru, Egy Maulana Vikri Hapus FK Senica dari Bio Instagramnya, Siap Hengkang?","Belum Disodori Kontrak Baru, Egy Maulana Vikri Hapus FK Senica dari Bio Instagramnya, Siap Hengkang?",1
"Bantai Vannes, Mbappe Cetak Gol ke-150 PSG: Sebuah Kehormatan!","Bantai Vannes, Mbappe Cetak Gol ke-150 PSG: Sebuah Kehormatan!",1
"Hasil NBA 2021/2022: Warriors Padamkan Heat, Bucks Ditembak Pistons","Hasil NBA 2021/2022: Warriors Padamkan Heat, Bucks Ditembak Pistons",1
"Ambisi Kembali ke Lapangan, Christian Eriksen Siap Umumkan Klub Barunya","Ambisi Kembali ke Lapangan, Christian Eriksen Siap Umumkan Klub Barunya",1
